id,name,clubNumber,district,country,city,website,meetingDay,localTime,timezone,durationMin,frequency,format,language,zoomLink,contactName,contactEmail,guestPolicy,guestsMaySpeak,visitorsMayTakeRoles,specialty,classification,activity,notes,sourceUrl,verified,lastVerified,verificationLevel,region
"victoria-bay-club-lagos","Victoria Bay Club","07708689","D130","Nigeria","Lagos (Victoria Island)","https://www.toastmasters.org/Find-a-Club/07708689-victoria-bay-club","Saturday","13:00","Africa/Lagos","120","2nd & 3rd Saturday","hybrid","English","","","","Free guest visits, no obligation","","","general","PRACTICE","","Venue: EKO Hotels and Suites, Victoria Island, Lagos.","https://www.toastmasters.org/Find-a-Club/07708689-victoria-bay-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"lighthouse-toastmasters-lagos","Lighthouse Toastmasters","01025377","D130","Nigeria","Lagos (Victoria Island)","https://www.toastmasters.org/Find-a-Club/01025377-lighthousetoastmasters","Saturday","11:00","Africa/Lagos","","1st & 3rd Saturday","hybrid","English","","","","","","","general","PRACTICE","","Venue: Inlaks Ltd, Victoria Island, Lagos; stated meeting time '11:00 WAT'.","https://www.toastmasters.org/Find-a-Club/01025377-lighthousetoastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"uae-ladies-toastmasters","UAE Ladies Toastmasters Club","07712911","D79","United Arab Emirates","Dubai","https://www.toastmasters.org/Find-a-Club/07712911-07712911","Sunday","16:00","Asia/Dubai","120","1st & 3rd Sunday","hybrid","English","","","","Free guest visits; membership may have professional/educational prerequisites","","","general","PRACTICE","","Meets at Dubai Public Library, hybrid for Dubai/Abu Dhabi members. Fills early-morning ET gap (~8am ET).","https://www.toastmasters.org/Find-a-Club/07712911-07712911","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"taste-and-toastmasters-amsterdam","Taste and Toastmasters Club","00711294","D59","Netherlands","Amsterdam","https://www.toastmasters.org/Find-a-Club/00711294-taste-and-toastmasters-club","Monday","19:30","Europe/Amsterdam","","1st & 3rd Monday","hybrid","","","","","May have professional/educational prerequisites","","","general","PRACTICE","","Venue: Marcusstraat 46-52, Amsterdam; virtual participation permitted alongside in-person.","https://www.toastmasters.org/Find-a-Club/00711294-taste-and-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"nairobi-toastmasters","Nairobi Toastmasters","01197334","","Kenya","Nairobi","https://www.toastmasters.org/find-a-club/01197334-01197334","Monday","12:40","Africa/Nairobi","","2nd & 4th Monday (plus 1st Saturday 10:30am-12:30pm)","hybrid","English","","","","Online attendance is allowed","","","general","PRACTICE","","Venue: United Kenya Club, Nairobi. Monday lunchtime slot converts to ~5:40am ET, filling the early-morning ET gap well.","https://www.toastmasters.org/find-a-club/01197334-01197334","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"mexican-english-toastmasters","Mexican English Toastmasters Club","01453272","","Mexico","Mexico City","https://www.toastmasters.org/Find-a-Club/01453272-mexican-english-toastmasters-club","Saturday","09:00","America/Mexico_City","120","2nd & 4th Saturday","hybrid","English","","","","RSVP required, contact Diana A. Gonzalez","","","general","PRACTICE","","Venue: Col. Condesa, Mexico City.","https://www.toastmasters.org/Find-a-Club/01453272-mexican-english-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"bogota-english-club","Toastmasters Bogotá English Club","03063204","D222","Colombia","Bogota","https://www.toastmasters.org/Find-a-Club/03063204-toastmasters-bogota","Tuesday","19:00","America/Bogota","90","weekly (in-person 3rd Tuesday)","hybrid","English","","","","Free guest visits, no obligation","","","general","PRACTICE","","Venue: WeWork, Bogota; virtual every Tuesday, in-person 3rd Tuesday of month.","https://www.toastmasters.org/Find-a-Club/03063204-toastmasters-bogota","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"destino-excelencia-bogota","Bogotá - DESTINO EXCELENCIA","04406016","D222","Colombia","Bogota","https://www.toastmasters.org/Find-a-Club/4406016-destino-excelencia","Wednesday","20:00","America/Bogota","","weekly","hybrid","Spanish","","","","Online attendance is allowed; may have prerequisites","","","general","PRACTICE","","Zoom + in-person option. Spanish-language club for bilingual PR user.","https://www.toastmasters.org/Find-a-Club/4406016-destino-excelencia","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"sao-paulo-toastmasters","Sao Paulo Toastmasters","02229225","","Brazil","Sao Paulo","https://www.toastmasters.org/Find-a-Club/02229225-sao-paulo-toastmasters","Saturday","14:30","America/Sao_Paulo","","2nd & 4th Saturday","hybrid","","","","","No pressure to participate until ready","","","general","PRACTICE","","Venue: VBA Coworking, Vila Mariana, Sao Paulo; page lists both On-line and physical location.","https://www.toastmasters.org/Find-a-Club/02229225-sao-paulo-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"no-excuses-online-uk","""No Excuses"" Online Toastmasters Club","28675756","D71","United Kingdom","Nottingham (online, UK-based)","https://www.toastmasters.org/Find-a-Club/28675756","Tuesday","19:15","Europe/London","","1st & 3rd Tuesday","online","English","","","","Open to all interested parties","","","general","PRACTICE","","Fully online club with UK registered address in Nottingham; District 71 (UK & Ireland).","https://www.toastmasters.org/Find-a-Club/28675756","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"cairo-toastmasters","Cairo Toastmasters Club","06881341","","Egypt","Cairo (New Cairo)","https://www.toastmasters.org/Find-a-Club/06881341-cairo-egypt-pros-club","Tuesday","19:15","Africa/Cairo","","1st & 3rd Tuesday","hybrid","English","","","","Free guest visits, no obligation","","","general","PRACTICE","","Venue: E-Spaces, New Cairo. Chartered 2018; active Facebook/LinkedIn presence.","https://www.toastmasters.org/Find-a-Club/06881341-cairo-egypt-pros-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"riyadh-toastmasters","Riyadh Toastmasters Club","00006897","D79","Saudi Arabia","Riyadh","https://www.toastmasters.org/Find-a-Club/6897-riyadh-toastmasters-club","Monday","19:30","Asia/Riyadh","","weekly","hybrid","English","","","","Open to all interested parties","","","general","PRACTICE","long-running (chartered 1988)","Venue: Co-reach coworking space, Riyadh; meets in person with Zoom option. Page listed time as 7:29pm, treated as ~7:30pm.","https://www.toastmasters.org/Find-a-Club/6897-riyadh-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"first-bahamas-branch","First Bahamas Branch of Toastmasters","00001600","","Bahamas","Nassau","https://www.toastmasters.org/Find-a-Club/00001600-first-bahamas-branch-of-toastmasters","Thursday","20:00","America/Nassau","","weekly","online","","","","","May have professional/educational prerequisites","","","general","PRACTICE","long-running (chartered 1969)","Meets via Zoom; physical mailing address at Red Cross Society, Nassau.","https://www.toastmasters.org/Find-a-Club/00001600-first-bahamas-branch-of-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"argentina-toastmasters","Argentina Toastmasters","00004151","D222","Argentina","Buenos Aires","https://www.toastmasters.org/Find-a-Club/4151-4151","Thursday","19:15","America/Argentina/Buenos_Aires","","weekly (rotating format)","hybrid","English/Spanish","","","","Open to all interested parties","","","general","PRACTICE; INTERNATIONAL","","1st & 3rd Thursdays online (English), 2nd Thursday online (Spanish), 4th Thursday in-person (Spanish). Good bilingual option.","https://www.toastmasters.org/Find-a-Club/4151-4151","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"accra-toastmasters","Accra Toastmasters Club","00832585","","Ghana","Accra","https://www.toastmasters.org/Find-a-Club/00832585-accra-toastmasters-club","Wednesday","18:00","Africa/Accra","","1st & 3rd Wednesday","hybrid","English","","","","Free guest visits, no pressure to participate","","","general","PRACTICE","","Venue: Ghana International School, Accra.","https://www.toastmasters.org/Find-a-Club/00832585-accra-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"berlin-habla-toastmasters","Berlin Habla Toastmasters","07506467","D95","Germany","Berlin","https://www.toastmasters.org/Find-a-Club/07506467-berlin-habla-toastmasters","Monday","19:30","Europe/Berlin","","weekly","hybrid","Spanish (English on 4th Monday)","","","","Open to all interested parties","","","general","PRACTICE; INTERNATIONAL","","1st-3rd Mondays in Spanish, last Monday in English; hybrid at Edisonstr., Berlin. Great Spanish-language pick for bilingual member.","https://www.toastmasters.org/Find-a-Club/07506467-berlin-habla-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"manchester-communicators","Manchester Communicators","07463769","","United Kingdom","Manchester","https://www.toastmasters.org/Find-a-Club/07463769-manchester-communicators","Monday","18:30","Europe/London","","1st & 3rd Monday","hybrid","English","","","","Free guest visits, no obligation","","","general","PRACTICE","","Venue: Friends' Meeting House, Manchester.","https://www.toastmasters.org/Find-a-Club/07463769-manchester-communicators","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"unmute-yourself-edinburgh","Unmute Yourself Toastmasters","03634010","D71","United Kingdom","Edinburgh","https://www.toastmasters.org/Find-a-Club/03634010-state-street-edinburgh-toastmasters","Thursday","13:00","Europe/London","60","biweekly","online","English","","","","Free guest visits, no obligation","","","general","PRACTICE","","Fully online (formerly State Street Edinburgh Toastmasters). 1pm UK time converts to ~8am ET, filling the early-morning ET gap.","https://www.toastmasters.org/Find-a-Club/03634010-state-street-edinburgh-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"sagicor-jamaica","Sagicor Group Jamaica Toastmasters Club","00007289","","Jamaica","Kingston","https://www.toastmasters.org/Find-a-Club/00007289-00007289","Wednesday","18:00","America/Jamaica","","1st & 3rd Wednesday","hybrid","English","","","","Open to all interested parties","","","general","PRACTICE","long-running (chartered 1989)","Venue: R Danny Williams Building, Kingston; online attendance allowed.","https://www.toastmasters.org/Find-a-Club/00007289-00007289","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"rosebank-toastmasters","Rosebank Toastmasters Club","00840322","D74","South Africa","Johannesburg (Rosebank)","https://www.toastmasters.org/Find-a-Club/00840322-rosebank-toastmasters-club","Thursday","18:00","Africa/Johannesburg","120","1st & 3rd Thursday","online","English","","","","Free first visit, no pressure to participate","","","general","PRACTICE","","Currently meets fully online.","https://www.toastmasters.org/Find-a-Club/00840322-rosebank-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"zumaridi-toastmasters","Zumaridi Toastmasters","07830598","D114","Kenya","Nairobi","https://www.toastmasters.org/Find-a-Club/07830598-zumaridi-toastmasters","Monday","18:30","Africa/Nairobi","120","2nd & 4th Monday","hybrid","English","","","","","","","general","PRACTICE","","Venue: Kenya Revenue Authority HQ Auditorium & Online, Nairobi.","https://www.toastmasters.org/Find-a-Club/07830598-zumaridi-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"toastmasters-costa-rica","Toastmasters Costa Rica","05159852","D222","Costa Rica","San Jose","https://www.toastmasters.org/Find-a-Club/05159852-toastmasters-costa-rica","Wednesday","19:00","America/Costa_Rica","","1st & 3rd Wednesday","hybrid","Spanish","","","","May have professional/educational prerequisites","","","general","PRACTICE","","Central America club (bonus region near Caribbean/Latin America); Spanish-language, online attendance allowed.","https://www.toastmasters.org/Find-a-Club/05159852-toastmasters-costa-rica","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"haifa-toastmasters","Haifa Toastmasters","06072551","","Israel","Haifa","https://www.toastmasters.org/Find-a-Club/06072551-haifa-israel-pros-club","Tuesday","19:30","Asia/Jerusalem","","1st & 3rd Tuesday","hybrid","English","","","","Open to all interested parties","","","general","PRACTICE","","Page states club is 'permanently online' with in-person option / online attendance allowed.","https://www.toastmasters.org/Find-a-Club/06072551-haifa-israel-pros-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"emerald-toastmasters-abuja","Emerald Toastmasters","04049482","D130","Nigeria","Abuja","https://www.toastmasters.org/Find-a-Club/04049482-emerald-toastmasters","Tuesday","17:20","Africa/Lagos","120","1st & 3rd Tuesday","hybrid","English","","","","","","","general","PRACTICE","","Venue: Novare Central Mall, Wuse Zone 5, Abuja.","https://www.toastmasters.org/Find-a-Club/04049482-emerald-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"lima-toastmasters-club","Lima Toastmasters Club","00003098","","Peru","Lima","https://www.toastmasters.org/Find-a-Club/3098-lima-toastmasters-club","Thursday","19:30","America/Lima","","weekly","online","","","","","Open to all interested parties","","","general","PRACTICE","long-running (chartered 1960)","Meets via Zoom; page listed an active Zoom link/password, so zoomLink omitted here per privacy but note it was publicly posted at time of verification.","https://www.toastmasters.org/Find-a-Club/3098-lima-toastmasters-club","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"comunicacion-y-participacion-monterrey","Comunicación y Participación","00005837","D113","Mexico","Monterrey","https://www.toastmasters.org/Find-a-Club/00005837-comunicacion-y-participacion","Thursday","20:00","America/Monterrey","","2nd & 4th Thursday (hybrid Jan-Nov)","hybrid","Spanish","","","","Open to all interested parties","","","general","PRACTICE","","Downtown Monterrey club; hybrid format Jan-Nov per club page.","https://www.toastmasters.org/Find-a-Club/00005837-comunicacion-y-participacion","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"monday-night-online-canada","The Monday Night Online Toastmasters","28675969","","Canada","Markham, ON","https://www.toastmasters.org/Find-a-Club/28675969-the-monday-night-online-toastmasters","Monday","19:00","America/Toronto","","weekly","online","English","","","","Online attendance is allowed","","","general","PRACTICE","newer (chartered 2024)","Fully online club, listed meeting time as 7:00 PM EST.","https://www.toastmasters.org/Find-a-Club/28675969-the-monday-night-online-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"elevate-online-durban","Elevate Online Toastmasters Club","07968941","","South Africa","Durban (Pinetown)","https://www.toastmasters.org/Find-a-Club/07968941-07968941","Wednesday","18:00","Africa/Johannesburg","","2nd & 4th Wednesday","online","English","","","","Online attendance is allowed","","","general","PRACTICE","newer (chartered 2022)","Fully online club chartered 2022.","https://www.toastmasters.org/Find-a-Club/07968941-07968941","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"rio-speak-out","Rio Speak Out","02453527","","Brazil","Rio de Janeiro","https://www.toastmasters.org/Find-a-Club/02453527-rio-speak-out","Tuesday","12:00","America/Sao_Paulo","","1st & 3rd Tuesday","hybrid","Portuguese","","","","Free guest visits; may have professional/educational prerequisites","","","general","PRACTICE","long-running (chartered 2012)","Venue: IBM Brasil, Rio de Janeiro; online attendance allowed. Midday lunch meeting.","https://www.toastmasters.org/Find-a-Club/02453527-rio-speak-out","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"transformational-leaders-trinidad","Transformational Leaders Toastmasters Club (TLC)","06485509","D222","Trinidad and Tobago","Port of Spain","https://www.toastmasters.org/Find-a-Club/06485509-transformational-leaders-toastmasters-club-tlc","Wednesday","18:00","America/Port_of_Spain","","2nd & 4th Wednesday","online","English","","","","Online attendance allowed, no membership restrictions","","","general","PRACTICE; LEADERSHIP","","Fully online via Zoom, no in-person component per club page.","https://www.toastmasters.org/Find-a-Club/06485509-transformational-leaders-toastmasters-club-tlc","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"business-school-netherlands-lagos","Business School Netherlands Toastmasters","06068857","D130","Nigeria","Lagos (Ikeja GRA)","https://www.toastmasters.org/Find-a-Club/06068857-business-school-netherlands-toastmasters","Thursday","10:00","Africa/Lagos","","1st & 3rd Thursday","hybrid","English","","","","Open to all interested parties","","","general","PRACTICE","","Despite the Netherlands-referencing name (linked to Business School Netherlands MBA program), this club is based in Lagos, Nigeria. Morning meeting time (10am WAT = ~5am ET) fills the early-morning ET gap.","https://www.toastmasters.org/Find-a-Club/06068857-business-school-netherlands-toastmasters","true","2026-09-25","official","Americas / Europe / Africa / Middle East"
"eastwood-tm-au","Eastwood Toastmasters","","","Australia","Eastwood, Sydney NSW","https://eastwoodtm.toastmastersclubs.org/","Saturday","12:00","Australia/Sydney","150","2nd & 4th Saturday","online","English","","","","","","","general","PRACTICE","","Listed on toastmost.org online club directory as an Australian online club, 2nd & 4th Saturday 12:00-2:30pm AEST. Not independently confirmed on club's own site (toastmastersclubs.org could not be fetched).","https://toastmost.org/online-clubs-directory/","true","2026-09-25","aggregator","Asia-Pacific"
"cbd-leaders-brisbane-au","CBD Leaders Toastmasters Club","","","Australia","Brisbane","https://cbdleaders.toastmastersclubs.org/","Thursday","19:00","Australia/Brisbane","90","1st & 3rd Thursday","online","English","","","","","","","general","PRACTICE","","Listed on toastmost.org online club directory, 1st & 3rd Thursday 7:00pm AEST (Brisbane does not observe DST).","https://toastmost.org/online-clubs-directory/","true","2026-09-25","aggregator","Asia-Pacific"
"silver-service-leaders-sydney-au","Silver Service Leaders","","","Australia","Sydney","https://silverservice.toastmastersclubs.org/","Thursday","19:00","Australia/Sydney","90","1st & 3rd Thursday","online","English","","","","","","","general","PRACTICE","","Listed on toastmost.org online club directory, 1st & 3rd Thursday 7:00pm AEST/AEDT (Sydney observes DST).","https://toastmost.org/online-clubs-directory/","true","2026-09-25","aggregator","Asia-Pacific"
"eternity-toastmasters-goldcoast-au","Eternity Toastmasters Club","00009533","","Australia","Gold Coast, QLD","https://www.toastmasters.org/Find-a-Club/00009533-00009533","Sunday","16:00","Australia/Brisbane","90","2nd & 4th Sunday","online","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Zoom-only club per official Toastmasters Find-a-Club page. Gold Coast QLD does not observe DST, so uses AEST year-round (Australia/Brisbane).","https://www.toastmasters.org/Find-a-Club/00009533-00009533","true","2026-09-25","official","Asia-Pacific"
"kura-korero-nz","Kura Kōrero Toastmasters","28677238","","New Zealand","Lower Hutt","https://www.toastmasters.org/Find-a-Club/28677238","Thursday","19:00","Pacific/Auckland","90","weekly","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Chartered Feb 2024. Meets in-person and online at Lowry Bay, Lower Hutt.","https://www.toastmasters.org/Find-a-Club/28677238","true","2026-09-25","official","Asia-Pacific"
"noida-online-india","Noida Toastmasters Online Club","28678103","","India","Noida / Delhi NCR","https://www.toastmasters.org/Find-a-Club/28678103","Sunday","10:00","Asia/Kolkata","90","weekly","online","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Online (Zoom) only per official club page. Sunday 10am IST is Saturday ~12:30am ET (EDT) / Sat 11:30pm ET (EST) - late-night fit.","https://www.toastmasters.org/Find-a-Club/28678103","true","2026-09-25","official","Asia-Pacific"
"eloquent-elites-mumbai-india","Eloquent Elites Toastmasters Club","07854767","","India","Mumbai","https://www.toastmasters.org/Find-a-Club/07854767-eloquent-elites","Sunday","21:00","Asia/Kolkata","90","alternate Sundays","online","English","","","","Guests welcome, no pressure to participate","","","general","PRACTICE","","Online only via Zoom. 9pm IST is late morning ET (~11:30am), so this one is a poor fit for the 7pm-8am ET window despite being India-based; included for completeness.","https://www.toastmasters.org/Find-a-Club/07854767-eloquent-elites","true","2026-09-25","official","Asia-Pacific"
"lead-india-speakers-bangalore","Lead India Speakers Club","06427472","","India","Bangalore","https://leadindia.toastmastersclubs.org/","Sunday","08:30","Asia/Kolkata","120","weekly","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Online attendance allowed alongside in-person meeting in JP Nagar, Bangalore. 8:30am IST Sunday = ~11pm ET Saturday (EDT) - good late-night fit.","https://www.toastmasters.org/Find-a-Club/06427472-lead-india-speakers-club","true","2026-09-25","official","Asia-Pacific"
"pinnacle-advanced-colombo-srilanka","Pinnacle Advanced Toastmasters Club","04278308","","Sri Lanka","Colombo","https://www.toastmasters.org/Find-a-Club/04278308-pinnacle-advanced-toastmasters-club","Monday","18:00","Asia/Colombo","150","1st & 3rd Monday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","advanced","ADVANCED","","In-person at Courtyard by Marriott Colombo with online attendance allowed. 6pm Colombo = ~8:30am ET (EDT) previous cutoff - borderline early morning ET fit.","https://www.toastmasters.org/Find-a-Club/04278308-pinnacle-advanced-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"central-colombo-srilanka","Central Colombo Toastmasters Club","07860947","","Sri Lanka","Colombo","https://www.toastmasters.org/Find-a-Club/07860947-central-colombo-toastmasters-club","Sunday","15:45","Asia/Colombo","165","2nd & 4th Sunday","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Meets at La Trobe University campus, Colombo; online attendance allowed.","https://www.toastmasters.org/Find-a-Club/07860947-central-colombo-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"cma-srilanka-colombo","CMA Sri Lanka Toastmasters Club","04903005","","Sri Lanka","Colombo","https://www.toastmasters.org/Find-a-Club/04903005-cmasrilankatoastmastersclub","Thursday","18:00","Asia/Colombo","120","2nd & 4th Thursday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","professional","PROFESSIONAL","","Hosted at CMA Sri Lanka Institute; online attendance allowed. 6pm Colombo (IST equivalent) ~8:30am ET (EDT).","https://www.toastmasters.org/Find-a-Club/04903005-cmasrilankatoastmastersclub","true","2026-09-25","official","Asia-Pacific"
"world-travelers-singapore","World Travelers Toastmasters Club","07967939","","Singapore","Singapore","https://www.toastmasters.org/Find-a-Club/07967939-world-travelers-toastmasters-club","Saturday","22:00","Asia/Singapore","90","2nd & 4th Saturday","online","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Online-only club via Zoom. Sat 10pm SGT = Sat 10am ET (EDT) - outside overnight window but a weekend option; other Singapore clubs below fit better.","https://www.toastmasters.org/Find-a-Club/07967939-world-travelers-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"singapore-international-tm","Singapore International Toastmasters","07983554","","Singapore","Singapore","https://www.toastmasters.org/Find-a-Club/07983554-singapore-international-toastmasters","Friday","20:45","Asia/Singapore","135","weekly","online","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE; INTERNATIONAL","","Official page listed location oddly as 'Singapore, NSW, Australia' alongside club name/number suggesting Singapore; timezone taken as Asia/Singapore based on club name - flagged as a minor data inconsistency to double check before joining. Fri 8:45pm SGT = Fri 8:45am ET (EDT), so it lands in the morning ET, not evening.","https://www.toastmasters.org/Find-a-Club/07983554-singapore-international-toastmasters","true","2026-09-25","official","Asia-Pacific"
"bd-toastmasters-singapore","BD Toastmasters Club Singapore","07434933","","Singapore","Singapore","https://www.toastmasters.org/Find-a-Club/07434933-07434933","Tuesday","16:00","Asia/Singapore","90","3rd Tuesday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","BD Strategy office / online, hybrid format. 4pm SGT = 4am ET (EDT) - within the overnight window.","https://www.toastmasters.org/Find-a-Club/07434933-07434933","true","2026-09-25","official","Asia-Pacific"
"kl-advanced-malaysia","Kuala Lumpur Advanced Toastmasters Club","00001982","","Malaysia","Kuala Lumpur","https://www.toastmasters.org/Find-a-Club/00001982-kuala-lumpur-advanced-toastmasters-club","Monday","19:30","Asia/Kuala_Lumpur","90","1st, 3rd & 5th Monday","hybrid","English","","","","Guests welcome, no obligation to participate","","","advanced","ADVANCED","","1st & 3rd Monday meetings are online; 5th Monday is hybrid in Bangsar-Sentral area. 7:30pm MYT = 7:30am ET (EDT) - early-morning ET fit.","https://www.toastmasters.org/Find-a-Club/00001982-kuala-lumpur-advanced-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"central-south-malaysia-advanced","Central South Malaysia Advanced Toastmasters Club","28675438","","Malaysia","Melaka","https://www.toastmasters.org/Find-a-Club/28675438-central-south-malaysia-advanced-toastmasters-club","Tuesday","20:00","Asia/Kuala_Lumpur","90","weekly/monthly (unspecified)","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","advanced","ADVANCED","","In-person in Melaka with online attendance allowed. 8pm MYT = 8am ET (EDT) - right at the edge of the target window.","https://www.toastmasters.org/Find-a-Club/28675438-central-south-malaysia-advanced-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"telekom-malaysia-kl","Telekom Malaysia Toastmasters Club, KL","00008052","","Malaysia","Kuala Lumpur","https://www.toastmasters.org/Find-a-Club/00008052-00008052","Wednesday","12:30","Asia/Kuala_Lumpur","90","2nd & 4th Wednesday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","Described as operating in an online format with a physical TM Annexe address in KL. 12:30pm MYT = 12:30am ET (EDT) - solidly within overnight window.","https://www.toastmasters.org/Find-a-Club/00008052-00008052","true","2026-09-25","official","Asia-Pacific"
"alcon-malaysia-pj","Alcon Malaysia Toastmasters Club","28677247","","Malaysia","Petaling Jaya","https://www.toastmasters.org/Find-a-Club/28677247-alcon-malaysia-toastmasters-club","Wednesday","10:00","Asia/Kuala_Lumpur","90","2nd & 4th Wednesday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","In-person at Alcon Malaysia office with online attendance allowed. 10am MYT = 10pm ET the previous day (EDT) - good overnight fit.","https://www.toastmasters.org/Find-a-Club/28677247-alcon-malaysia-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"esg-mia-kl","ESG-MIA High Achiever Grooming Toastmasters Club","07903951","","Malaysia","Kuala Lumpur","https://www.toastmasters.org/Find-a-Club/07903951-07903951","Thursday","19:30","Asia/Kuala_Lumpur","90","2nd Thursday & 4th Saturday","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","2nd Thursday meets 7:30pm; 4th Saturday meets 3:00pm (both Asia/Kuala_Lumpur). Hybrid/online participation available. 7:30pm MYT = 7:30am ET (EDT).","https://www.toastmasters.org/Find-a-Club/07903951-07903951","true","2026-09-25","official","Asia-Pacific"
"brics-plus-online-advanced-china","BRICS+ Online Advanced Toastmasters Club","","","China","Online (China-based)","https://www.facebook.com/bricstmc","Saturday","19:00","Asia/Shanghai","90","weekly","online","English","","","","","","","advanced","ADVANCED","","Listed on toastmost.org online club directory as an Advanced club; could not independently confirm on toastmasters.org (club number not found in search). 7pm CST = 7am ET (EDT) - right at edge of window.","https://toastmost.org/online-clubs-directory/","true","2026-09-25","aggregator","Asia-Pacific"
"changeway-bilingual-suzhou-china","Changeway Bilingual Online Advanced Toastmasters Club","28677280","","China","Suzhou","https://www.toastmasters.org/Find-a-Club/28677280-changeway-bilingual-online-advanced-toastmasters-club","Monday","19:00","Asia/Shanghai","90","weekly","online","English/Chinese","","","","Guests welcome, no obligation to participate","","","advanced","ADVANCED","","Bilingual club; online format per official page. 7pm CST Mon = 7am ET (EDT) Mon - edge of window.","https://www.toastmasters.org/Find-a-Club/28677280-changeway-bilingual-online-advanced-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"tokyo-toastmasters-club-japan","Tokyo Toastmasters Club","00001674","","Japan","Tokyo","https://www.toastmasters.org/Find-a-Club/00001674-tokyo-toastmasters-club","Thursday","19:00","Asia/Tokyo","90","1st & 3rd Thursday","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","one of Toastmasters' oldest clubs outside North America (est. 1954)","Chartered 1954. Meets at Kudan Lifelong Learning Hall and online. 7pm JST = 6am ET (EDT) - within window.","https://www.toastmasters.org/Find-a-Club/00001674-tokyo-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"tokyo-metropolitan-japan","Tokyo Metropolitan Toastmasters Club","01523370","","Japan","Tokyo","https://www.toastmasters.org/Find-a-Club/1523370-tokyo-metropolitan-toastmasters-club","Saturday","10:00","Asia/Tokyo","120","4th Saturday (English session); 2nd Saturday is Japanese session","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","2nd Saturday sessions run in Japanese; 4th Saturday sessions run in English, both 10am-12pm JST, online attendance available. 10am JST Sat = 9pm ET Fri (EDT) - good weekend late-night fit.","https://www.toastmasters.org/Find-a-Club/1523370-tokyo-metropolitan-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
